stockid,name,manufacturer,model,serialid,inspection_date,installation_date,service_date,last_results
1381,flexi trolley anchor,guldmann,gh2 f,12461-2049-2008,,2008-08-27,2009-08-27,
1382,flexi trolley anchor,guldmann,gh2 f,12461-2055-2008,,2008-08-27,2009-08-27,
1383,flexi trolley anchor,guldmann,gh2 f,12461-2064-2008,,2008-08-27,2009-08-27,
1384,flexi trolley anchor,guldmann,gh2 f,12461-2048-2008,,2008-08-27,2009-08-27,
1385,flexi trolley anchor,guldmann,gh2 f,12461-2053-2008,,2008-08-27,2009-08-27,
1386,flexi trolley anchor,guldmann,gh2 f,12461-2060-2008,,2008-08-27,2009-08-27,
1387,flexi trolley anchor,guldmann,gh2 f,12461-2052-2008,,2008-08-27,2009-08-27,
1388,hoist,guldmann,gh2-dc,120001-3116-2008,,2008-08-27,2010-09-10,
1389,hoist,guldmann,gh2-dc,120001-3113-2008,,2008-08-27,2010-09-10,
1390,hoist,guldmann,gh2-dc,120001-3121-2008,,2008-08-27,2010-09-10,
1391,hoist,guldmann,gh2-dc,120001-3120-2008,,2008-08-27,2010-09-10,
1392,bathtub,beka,500e,0750.37.05,,2005-11-01,2006-11-01,
1393,hoist,guldmann,gh2,120001-3683-2007,,2007-09-18,2008-09-18,
1395,hoist,guldmann,gh2,,2016-12-20,2016-06-20,2017-06-20,20/6/2016 Ian completed a throrough service and installed new batteries
1396,hoist,beka,senta,4409160937,,2007-09-14,2018-01-25,25/1/17 full service carried out on mobile hoist
1397,bath,beka,fb500e bath,0845.33.07,,2007-09-14,2018-01-25,25/01/2017 - full service carried out on bath - chain missing off plug
1398,hoist,guldmann,gh2-dc,120001-3221-2005,,2005-10-11,2006-10-11,
1399,flex step,liftup,flexstep,100481-2497,,2011-02-22,2015-07-17,16/7/14 Thorough service carried out by Scott
1400,hoist,guldmann,gh2,120001-1323-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1401,hoist,guldmann,gh2,120001-1335-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1402,hoist,guldmann,gh2,120001-2063-2011,,2010-03-31,2012-08-14,
1403,hoist,guldmann,gh2,120001-1317-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1404,hoist,guldmann,gh2-dc,120001-1348-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1405,hoist,guldmann,gh2,120001-1342-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough serviceand replaced handset
1406,hoist,guldmann,gh4,120001-1340-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service and replaced handset
1407,hoist,guldmann,gh2-dc,120001-1353-2010,,2010-03-31,2011-03-30,
1408,hoist,guldmann,gh2,120001-1327-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1409,hoist,guldmann,gh3,120001-2565-2009,,2010-03-31,2011-03-30,
1410,hoist,guldmann,gh2,120001-1329-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1411,hoist,guldmann,gh2,120001-1316-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1412,hoist,guldmann,gh2-dc,120001-1350-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1413,hoist,guldmann,gh2,120001-1314-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1414,hoist,guldmann,gh2,120001-1345-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1415,hoist,guldmann,gh2,120001-1332-2010,2017-09-21,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1416,hoist,guldmann,gh6,120001-1337-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1417,hoist,guldmann,gh2,120001-1333-2010,,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1418,hoist,guldmann,gh2,120001-1320-2010,2016-07-29,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service and replaced handset
1419,hoist,guldmann,gh2,120001-1319-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service and replaced handset and batteries
1420,hoist,guldmann,gh2,120001-1311-2010,2017-02-02,2010-04-22,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1421,hoist,guldmann,gh2-dc,120001-1349-2010,2017-02-02,2010-03-31,2018-03-21,21/3/17 Kristoff and Tom carried out thorough service
1422,hoist,guldmann,gh2-ac,120001-3883-2003,,2008-04-02,2012-10-26,
1423,nursing table,ropox,vario,,,2008-04-02,2009-04-01,
1426,changing bench,ropox,bench,146 -1000,,2007-02-22,2008-02-22,
1427,hoist,guldmann,gh2,120001-5026-2006,,2008-03-25,2009-03-24,
1428,gh1,guldmann,3m straight track,35776,,2011-06-02,2014-04-12,
1429,kitchen,ropox,bench,ropox,,2008-10-24,2009-10-23,
1434,hoist,guldmann,gh2-dc,120001-3356-2008,,2008-09-29,2009-09-28,
1440,flexi worktops,ropox,kitframe,3711507604601636 3711507080408175,,2007-02-07,2012-02-27,19/12/16 repaired table top conencted cable to transformer and reset system
1441,cupboard,ropox,kitframe,0091,,,,16/5/16 Ruiri  cupboard stuck -  fixed adjustable press and reset the switch and deliver new box
1448,hoist,guldmann,gh2-dc,120001-3845-2005,,2005-11-15,2018-01-18,18/1/17thorough service carried out by tom
1449,hoist,guldmann,gh2,120001-2179-2004,,2004-09-07,2011-09-13,
1450,shower bed,ropox,1.8 aqualine,0-066,,2004-09-07,2011-09-13,
1451,sink,ropox,flexi,2642,,2004-09-07,2011-09-13,
1452,nursing bed,wi-bo,sentida,H97138800006,,2010-02-08,2011-02-07,
1453,bed,wi-bo,sentida,,,2010-04-01,2012-02-21,
1455,hoist,guldmann,ac,120001-1223-2007,,2008-02-25,2009-02-24,
1456,nursing table,ropox,vario,,,2008-02-25,,
1459,changing bench,ropox,vario,N-41/3972,,2015-11-26,2016-11-26,26/11/2015 Ropox bench delivered and installed
1460,changing bench,ropox,vario,165 -1000,,2007-09-20,2015-04-30,
1461,hoist,guldmann,gh2,120001-2280-2004-0,,2007-09-20,2015-04-30,
1465,hoist,guldmann,gh2,120001-3555-2007,2016-12-13,2007-09-17,2017-06-14,153/2017 thorough inspection carried out (late due to Rivendell being closed for renovations
1464,gh1,guldmann,5m x 3m room cover,99350,2017-09-15,2016-01-13,2017-09-26,"15/3/2017 thorough inspection by Kurstoff, replacement of docking station"
1462,bed,wi-bo,sentida 5,1008550102 2016026011-0001,,2016-12-21,2017-12-21,21/12/2016 bed delivered to Rivendell
1463,gh3 200 110 0000,guldmann,5m x 5m full room cover,04955,2016-12-13,2011-03-10,2017-06-13,15/3/2017 - thorough inspection carried out and new fuse for transformer fitted
1466,gh3 200 110 0000,guldmann,5m x 5m full room cover,56884,,2011-12-05,2017-06-13,15/3/2017 thorough insepction carried out by Kyrstoff
1467,hoist,guldmann,gh2,120001-4613-2006-00,,2008-08-18,2017-09-08,8/9/2016 Ian did thorough service
1468,changing bench,ropox,vario,n40-0201,2016-03-09,2008-08-18,2017-09-08,8/9/16 thorough service carried out by ian
1469,v-amat,spahn reha,vamat,5732 NOT IN USE,2016-03-09,2008-08-18,2016-09-09,"8/9/16 did not require a service, not in use"
1471,nursing table,ropox,vario nursing table,0115-2007,,2008-02-25,2018-01-26,26/01/2017  serviced by krystoff
1472,hoist,guldmann,gh2,120001-4387-2005,,2006-01-24,2014-12-17,
1473,hoist,guldmann,gh2,120001-4391-2005,,2006-01-24,2014-10-09,
1474,hoist,guldmann,gh2,120001-1022-2007,,2007-03-13,2012-04-28,
1475,hoist,guldmann,gh2,120001-1246-2007,,2007-02-13,2013-04-22,
1479,bathtub,beka,avero classic,088.51.09,,2011-02-08,2011-02-07,
1484,hoist,guldmann,gh2-dc,120001-1094-2007,,2008-02-22,,7/3/2016 hoist de-installed for removal to new house
1486,hoist,guldmann,gh2,120001-4283-2008,,2009-08-17,2016-04-27,27/4/15 Full service carried out
1487,changing bench,ropox,vario,40-30626-8 (N40-1148),,2009-08-17,2016-04-27,"10/09/2015 Ian repaired Vario bench, slipping due to parts coming part on the frame"
1489,hoist,guldmann,gh2,120001-2172-2004,,2004-09-07,2009-04-10,
1490,screens,silentia,"15 sec. h1.85, l 3.75",,,2010-08-11,,
1491,hoist,guldmann,gh3+ 250-110-1110,01927,,2010-08-11,2012-06-02,5/3/15 Arjo engineer requested 2 x  PCB s pricing for this unit.
1492,bathtub,beka,k2,0120 4705,,2005-12-16,2012-05-03,
1493,hoist,guldmann,gl3,MY 0219 1105,,2005-12-16,2014-08-29,
1495,hoist,guldmann,gh2,120001-3412-2004,,2005-02-09,2007-02-09,
1494,hoist,guldmann,gh2,120001-3183-2010,,2010-07-29,2018-01-18,18/1/17 horough service carried out by tom
1496,hoist,guldmann,gh3 200 110 0000,,,2011-03-08,2013-03-13,
1498,hoist,guldmann,gh2,120001-1611-2004,,2004-07-27,2012-06-14,
1499,hoist,guldmann,gh2+2r,120001-3921-2003,,2004-03-04,2016-11-17,5/5/16 Ruiri fixed motor and replaced batteries
1500,changing bench,ropox,vario,0243,,,2017-12-14,14/12/2016 full service carried out by krystoff
1501,nursing table,ropox,vario 1.7,40-3062-8,,2010-08-25,2011-08-24,
1502,v-amat,spahn reha,vamat,3362,,2009-08-19,2010-08-19,
1503,mobile hoist,guldmann,gl2,asset no 001065,,,2015-11-27,27/11/14 Thorough service carried out by Mariusz
1504,mobile hoist,guldmann,gl2,117260-0047-0404,,,2018-04-20,20/04/17 Full service done by Tom.
1507,hoist,guldmann,gh1 onto 9m straight with elbow,000000 3339,,2017-02-21,2018-02-21,21/2/2017 Tom and Kyrstoff installed the system with 90 degree bend
1508,shower trolley,beka,sina,,,2015-01-23,2016-01-23,Delivered
1509,bed,wi-bo,sentida,,,2011-12-14,,
1510,hoist,guldmann,gh2,120001-1635-2004,,2006-10-18,2013-09-26,
1511,hoist,guldmann,gh2,120001-3871-2006,,2006-10-18,2013-09-26,
1512,hoist,guldmann,gh2,120001-3874-2006,,2006-10-18,2013-09-26,
1513,hoist,guldmann,gh2,120001-3870-2006,,2006-10-18,2010-04-06,
1514,hoist,guldmann,gh2,120001-3869-2006,,2006-10-18,2013-09-26,
1515,hoist,guldmann,gh2,120001-3872-2006,,2006-10-18,2013-09-26,
1516,hoist,guldmann,gh2,120001-3868-2006,,2006-10-18,2013-09-26,
1517,hoist,guldmann,gh2,120001-3873-2006,,2006-10-18,2013-09-26,
1518,hoist,guldmann,gh2,120001-4724-2007,,2009-08-25,2018-05-02,02/05/17 Full service done by Tom.
1519,hoist,guldmann,gh2,120001-4084-2006,,2007-01-18,2018-05-02,02/05/17 Full service done by Tom.
1520,hoist,guldmann,gl3,11xxx-00116,,2006-09-01,2014-03-17,
1521,hoist,guldmann,gl3,11xxx-1105-2007,,2008-08-26,2014-06-18,
1522,hoist,guldmann,gl3,11xxx-0085-2007,,2007-08-20,2011-08-20,
1545,hoist,guldmann,gh2,120001-0112-2006,,2006-01-01,2009-06-05,
1544,hoist,guldmann,gl3,01091106,,,2009-06-15,
1523,scales,guldmann,250kg,1113461-1120-2008,,2008-08-26,2014-05-31,
1524,scales,guldmann,250kg,1113461-1128-2008,,2008-08-26,2011-08-27,
1525,scales,guldmann,250kg,1113461-1125-2008,,2008-08-26,2017-04-08,08/04/2016 scales serviced and calibrated
1526,scales,guldmann,250kg,1113461-1121-2008,,2008-08-26,2014-03-17,20/3/17scales calibrated and battery changed
1527,scales,guldmann,250kg,1113461-1123-2008,,2008-08-26,2014-03-17,
1528,hoist,guldmann,gl3,11xxx-1914-2008,,2008-08-26,2014-03-17,
1529,hoist,guldmann,gl3,11xxx-1912-2008,,2008-08-26,2014-03-17,14/3/16 New handset and lubrication to actuator
1530,hoist,guldmann,gl3,11xxx-1911-2008,,2008-08-26,2014-03-17,
1531,hoist,guldmann,gl3,11xxx-1915-2008,,2008-08-26,2014-03-17,
1532,hoist,guldmann,gl3,11xxx-1913-2008,,2008-08-26,2009-08-25,
1533,hoist,guldmann,gl3,11xxx-0085-2008,,2008-08-26,2014-03-17,
1534,bathtub,beka,k2,0241.05.09,,2009-02-25,2010-02-25,
1535,bathtub,beka,k2,0242.05.09,,2009-02-25,,
1536,hoist,guldmann,gl3,11xxx-1517-2009,,2009-07-01,2014-03-17,
1537,hoist,guldmann,gl3,11xxx-1515-2009,,2009-07-01,2014-06-18,
1538,hoist,guldmann,gl3,11xxx-1516-2009,,2009-07-01,2014-03-17,
1539,hoist,guldmann,gl3,11xxx-1518-2009,,2009-07-01,2011-03-07,
1540,hoist,guldmann,gl3,11xxx-1519-2009,,2009-07-01,2014-03-17,
1541,hoist,guldmann,gl3,11xxx-1622-2009,,2009-08-17,2014-03-17,
1542,hoist,guldmann,gl3,0085-1103,,2008-08-20,2014-03-17,
1543,hoist,guldmann,gl3,0112 1106,,2006-12-10,2014-03-17,
1546,hoist,guldmann,gl3,2094 2008,,2006-12-10,2014-03-17,
1547,hoist,guldmann,gl3,0241 0906,,2006-12-10,2014-03-27,
1548,hoist,guldmann,gl3,GL3 0241 2006,,2006-12-10,2011-10-08,
1553,hoist,guldmann,gh2,120001-1421-2005,,2005-04-28,2014-07-10,
1552,hoist,guldmann,gh2,120001-1431-2005,,2005-04-28,2015-07-15,"09/07/2014 Thorough service carried out by Scott/Ian, batteries tested"
1556,hoist,guldmann,gh2-dc,120001-3776-2006,,2006-05-04,2015-10-14,14/10/14 Mariusz carried out full service and replaced two batteries
1555,shower trolley,chiltern,shower trolley,90 -1000,,2006-02-21,2007-02-21,
1557,stairlift,meditek,140 deluxe,,,2006-09-26,,
1558,hoist,guldmann,gh2-dc,120001-4920-2006,,2007-06-06,2015-01-22,
1559,changing bench,ropox,vario,30626-8,,2010-08-30,2011-08-29,
1561,screen,silentia,12 section,,,2011-12-02,2012-12-01,
1563,2m x 2m,guldmann,gh!,17641,,2014-01-08,2015-01-08,
1568,hoist,guldmann,gh3,97941,,2015-10-20,2018-03-07,7/3/17 full service carried out by tom
1569,hoist,guldmann,gh3,97945,,2015-10-20,2018-03-07,7/3/2017 - thorough service carried out by Tom
1570,gh1,guldmann,gh1 on 3m gantry system,35777,,2011-05-31,2012-05-30,
1571,kitchen,ropox,flexi sink,,,,2015-02-04,
1572,hoist,guldmann,gh3 200 110 0000,15576,,2011-04-21,2018-01-23,23/01/2017 kyrstoff did full service
1574,gh1,guldmann,gh1,94942,,2013-01-22,2016-09-15,15/09/2015 Ruiri carried out full service
1575,bed,guldmann,flexuz,0070 0904,,2004-09-01,2011-09-15,
1576,bed,wi-bo,contempora,2012081490-001-002-003,,2012-10-04,2013-10-04,
1577,gh1 3x3 b rail,guldmann,gh1,66681,,2015-06-10,2018-04-27,27/04/17 Full service done by Krzys.
1578,gh1 3x4 b rail,guldmann,gh1,66684,,2015-04-02,2018-04-27,27/04/17 Full service done by Krzys.
1579,gh1 3x3 b rail,guldmann,gh1,66692,,2015-04-02,2018-04-27,27/04/17 Full service done by Krzys.
1580,gh1 3x3 b rail,guldmann,gh1,66693,,2015-06-10,2018-04-27,27/04/17 Full service done by Krzys.
1581,gh1 3x3 b rail,guldmann,gh1,66691,,2015-06-10,2018-04-27,27/04/17 Full service done by Krzys.
1582,gh1 3x3 b rail,guldmann,gh1,66687,,2015-04-02,2018-04-27,27/04/17 Full service done by Krzys.
1583,gh1 3x3 b rail,guldmann,gh1,66688,,2015-04-02,2018-04-27,27/04/17 Full service done by Krzys.
1584,gh1 3x3 b rail,guldmann,gh1,66679,,2015-04-20,2018-04-27,27/04/17 Full service done by Krzys.
1585,changing bench,ropox,vario,N40-0763,,2013-06-01,2017-04-28,28/04/2016 iand did a full service
1586,dynamic stairlift trainer,dpe medical limited,dst,,,2008-02-18,2009-02-17,
1588,3m x 2.5m,guldmann,gh3,56897,,2012-01-04,2017-04-12,12/4/16 thorough service carried out by Iam
1587,aqualine,ropox,1.8,N40-0765,,2012-01-04,2016-04-12,12/4/2016 Thorough service carried out by Ian
1590,hoist,guldmann,gh3 onto 6m straight,41328,,2016-09-02,2017-09-02,2/9/16 Ian and Kristoff installed GH3 hoist onto 6m rail - order placed by BAM
1591,hoist,guldmann,gh3 onto 6m straight,41327,,2016-09-02,2017-09-02,2/9/16 Ian and Kristoff installed GH3 hoist onto 6m rail - order placed by BAM
1592,wall to stud si base concept,erfi,frame,,,2015-02-02,2017-03-15,15/3/16 thoroughly serviced and checked by Ian
1593,hoist,guldmann,gh2hd 2+2r,120001-3430-2009,,2010-01-19,2011-01-18,
1594,hoist,guldmann,gh2hd 2+2r,120001-3431-2009,,2010-01-19,2011-01-18,
1595,hoist,guldmann,gh2hd 2+2r,120001-3429-2009,,2010-01-19,2011-01-18,
1596,gh1,guldmann,gh1 200 110 0000,552551,,2011-06-21,2013-05-04,
1597,gh1,guldmann,gh1 200 110 0000,,,2011-03-30,2013-03-30,
1598,bathtub,beka,clara,,,2011-05-27,2012-05-21,
1599,kitchen,ropox,flexi,30-66xxx-5,,2011-10-04,2012-10-03,
1600,hoist,guldmann,gh2,120001-3178-2010,,2010-11-11,2011-11-10,
1601,gh2,guldmann,6x3m room cover on midi rails,120001-3474-2010,,2010-12-13,2017-06-01,01/06/16 ian carried out full service
1602,,,,,,,,
1604,changing bench,ropox,vario,TBA,,2014-10-29,2015-10-29,29/10/14 - Ian and Scott installed changing bench - no s/n on EWR
1605,changing bench,ropox,vario,148 -1000,,2007-05-16,2013-12-12,
1608,hoist,guldmann,gh2,120001-2639-2002,,2002-11-07,2017-05-12,12/5/2016 ruiri and kristoff carried out full service and replaced hand control
1609,hoist,guldmann,gh2,120001-2662-2002,,2002-11-07,2017-05-12,12/05/2016 Ruiri and Kirstoff carried out full service
1610,shower bed,ropox,hudson,N40-0768,,2008-11-27,2017-05-12,12/5/2016 ruiri and Kristoff carried out full service
1607,hoist,guldmann,gh2,120001-1011-2003,,2005-01-11,2017-05-12,12/5/2016 full service carried out by ruiri and kristoff
1611,hoist,guldmann,gh2,120001-1654-2007,,2007-04-16,2013-12-12,
1614,screens,eganmed,nightingale,0037-2011-0044-2011,,2010-12-17,2011-12-16,
1616,hoist,guldmann,gh2-ac,120001-2187-2008,2016-10-07,2008-07-08,2018-04-10,10/04/17 full service done by Tom.
1617,hoist,guldmann,4m straight track,120001-3656-2008,,2008-07-22,2018-04-10,21/04/17 Hoist repaired by Krzys. 2 new batteries replaced.
1618,hoist,guldmann,4x6m room cover dc on jumbo rails,120001-3655-2008,,2008-07-22,2018-04-10,10/04/17 full service done by Tom.
1619,hoist,guldmann,8x4m room cover dc on jumbo rails,120001-2150-2007,,2009-04-20,2018-04-10,10/04/17 full service done by Tom.
1613,hoist,guldmann,gh1,66694,2016-01-06,2015-07-06,2018-04-10,10/04/17 full service done by Tom.
1615,hoist,,molift,08-05-1011,,,2018-04-10,10/04/17 full service done by Tom.
1621,hoist,guldmann,gh2-dc,120001-2315-2005,2016-01-27,2005-02-20,2016-07-27,27/7/2015 - no fault lcoated but thorough service carried out by Ian
1624,double combi hoist,guldmann,gh2-dc,120001-3048-2007,,2007-08-31,2012-08-02,
1623,hoist,guldmann,gh2,120001-4104-2006,,2006-12-04,2012-08-02,
1622,hoist,guldmann,gh2,120001-4284-2008,,2009-09-16,2012-08-02,No Service Required for 2013 - Hoist not in use as per email from Geraldine Connolly
1626,changing bench,ropox,vario,N 40-0204,,2008-09-08,2017-11-11,"11/11/16 repaired and serviced bench, replaced handset"
1628,hoist,guldmann,gh2,120001-1025-2007,,2007-02-20,2017-04-06,06/04/2016 Kristoff carried out full service
1629,hoist,guldmann,gh2,120001-1013-2007,,2007-02-20,2017-04-06,06/04/2016 full service carried out by Kristoff and 2 batteries replaced.
1627,hoist,guldmann,mobile,1.xxx-162020-09,,2009-01-01,2017-05-12,"12/5/2016 new hoist delivered to Seaview, ex stock Demo model, guaranteed for 1 year"
1630,hoist,guldmann,mobile,120001-0110-2006,,,,06/04/16 Mobile hoist is irrepairable - new hoist required
1631,hoist,guldmann,gh3-250-110-1000,12827,,2010-12-14,2014-08-12,hoist repaired - mains powered off
1632,hoist,guldmann,gh3,GH3-250-110-1000,,2010-12-14,2011-12-14,
1633,hoist,guldmann,gh3-250-110-1000,12823,,2010-12-14,2014-12-14,
1634,hoist,guldmann,gh2-dc,120001-3506-2007,,2007-09-05,2009-08-27,"10/11/14 replaced batteries and transformer - this has been installed in ashbury by another company, not certified by us"
1637,hoist,guldmann,gh3 200-110-0000,07070,,2010-08-18,2015-07-10,"Returned hoist after thorough repairBatteries to be replaced next service,re-installed lifting tape and collected spare hoist"
1638,hoist,guldmann,gh3 200-110-0000,07074,,2010-08-18,2014-08-17,
1639,hoist,guldmann,gh3 200-110-0000,07078,,2010-09-14,2013-02-09,
1635,hoist,guldmann,gh2-dc,120001-3775-2006,,2006-10-19,2009-08-27,
1636,hoist,guldmann,gh2-dc,120001-4276-2006,,2005-07-27,2014-08-26,
1644,3m midi straight track,guldmann,gh2,1356-2002,,2012-05-23,2013-05-22,06/04/17 Hoist repaired by Tom. PC board and 2 batteries replaced.
1645,gh1,guldmann,guldmann,97449,2016-06-14,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1646,gh1,guldmann,guldmann,97437,2017-06-15,2013-05-01,2017-11-29,13/12/2016 hand control replaced
1647,gh1,guldmann,guldmann,94983,2016-06-15,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1648,gh1,guldmann,guldmann,97442,,2013-05-01,2017-11-29,29/11/16  thorough service carried out by krystoff
1649,gh1,guldmann,guldmann,04849,,2013-05-01,2017-11-29,29/11/16  thorough service carried out by krystoff
1650,gh1,guldmann,guldmann,95002,2016-06-16,2013-05-01,2016-11-29,29/11/2016 Krystoff did full service
1651,k2,beka,guldmann,0401.12.12,,,2014-10-31,
1652,gh1,guldmann,guldmann,94992,2016-06-16,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1653,gh1,guldmann,guldmann,94988,2016-06-15,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1654,gh1,guldmann,guldmann,94996,2016-06-16,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1655,gh1,guldmann,guldmann,97459,2016-06-15,2013-05-01,2017-11-29,29/11/16  thorough service carried out by krystoff
1656,gh1,guldmann,guldmann,95000,2016-06-16,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1657,gh1,guldmann,guldmann,04853,2016-06-08,2013-05-01,2017-11-29,29/11/16  thorough service carried out by krystoff
1658,gh1,guldmann,guldmann,94982,2016-06-15,2013-05-01,2017-11-29,29/11/2016 Krystoff did full service
1659,gh1,guldmann,guldmann,97444,2016-06-15,2013-05-01,2017-11-29,29/11/16  thorough service carried out by krystoff
